OBJECTID,Shape,COMPKEY,ELMNTKEY,COMPTYPE,SEGKEY,DISTANCE,WIDTH,UNITID,UNITTYPE,UNITDESC,MEASDIST,RECEIPT_NBR,PANDD_NBR,PANDD_NBR_START,MODEL,PAIDAREA,SUBAREA,SIDE,CONDITION,OWNERSHIP,CURRENT_STATUS,PERSO_NBR,PAY_BY_PHONE,WIRELESS_CARRIER,MODEM,CARD_READER,CATEGORY,PS_CONFIGURATION,PRIMARYDISTRICTCD,SECONDARYDISTRICTCD,OVERRIDEYN,OVERRIDECOMMENT,WKD_RATE1,WKD_START1,WKD_END1,WKD_RATE2,WKD_START2,WKD_END2,WKD_RATE3,WKD_START3,WKD_END3,SAT_RATE1,SAT_START1,SAT_END1,SAT_RATE2,SAT_START2,SAT_END2,SAT_RATE3,SAT_START3,SAT_END3,SUN_RATE1,SUN_START1,SUN_END1,SUN_RATE2,SUN_START2,SUN_END2,SUN_RATE3,SUN_START3,SUN_END3,START_TIME_WKD,END_TIME_WKD,START_TIME_SAT,END_TIME_SAT,START_TIME_SUN,END_TIME_SUN,PEAK_HOUR,SHAPE_LNG,SHAPE_LAT
970,"(47.678652303000035, -122.32641600599999)",642245,36678,109,14083,101,-35,PSL-P125,PSL,EAST GREEN LAKE WAY N 0690 BLOCK SE SIDE (  84) 84 FT NE/O 4TH AVE NE (NEGW-69-06)                                                                                                                                                                             ,84,P125,15125002,15125,STRADA,Green Lake,,SE, ,SDOT,INSVC,2161,86154,T-MOBILE,3G,M500,DISPLAY,,DISTRICT6, ,N,,1,480,659,1,660,1019,1,1020,1199,1,480,659,1,660,1019,1,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.326416006900004,47.678652301684203
971,"(47.61091834700005, -122.33805910599995)",639957,57526,109,12215,169,-29,PSL-E076,PSL,PINE ST 0030 BLOCK SE SIDE ( 146) 146 FT NE/O 3RD AVE (16-03-19)                                                                                                                                                                                               ,146,E076,5076002,5076,MS1,Commercial Core,Retail,SE, ,SDOT,INSVC,1331,86350,T-MOBILE,3G, ,DISPLAY,14398,DISTRICT7, ,N,,3.5,480,659,4,660,1019,3.5,1020,1199,3.5,480,659,4,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.338059107150002,47.610918346403899
972,"(47.59868429000005, -122.32626123099999)",280972,53238,109,7983,186,25,PSL-M032,PSL,6TH AVE S 0040 BLOCK E SIDE ( 163) 163 FT S/O S JACKSON ST (S06-04-14)                                                                                                                                                                                         ,163,M032,13032002,13032,MS1,Chinatown/ID,Edge,E,GOOD,SDOT,INSVC,1110,86714,T-MOBILE,3G, ,DISPLAY,13011,DISTRICT2, ,N,,0.5,480,659,1.5,660,1019,1.5,1020,1199,0.5,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.326261232793001,47.598684289074008
973,"(47.60940701100003, -122.32841632799995)",528284,76417,109,8517,141,30,PSL-H023,PSL,9TH AVE 0110 BLOCK SW SIDE ( 123) 123 FT NW/O SPRING ST (09-11-11)                                                                                                                                                                                             ,123,H023,8023002,8023,MS1,First Hill,,SW,GOOD,SDOT,INSVC,1331,87307,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT3,DISTRICT7,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.328416329763996,47.609407010160297
974,"(47.61318136600005, -122.33160427699994)",639890,123943,109,489857,139,-25,PSL-E075,PSL,9TH AVE 0152 BLOCK NE SIDE ( 139) 139 FT NW/O 9TH AV I5 EXPRESS ON RP (09-15-14)                                                                                                                                                                               ,139,E075,5075002,5075,MS1,Commercial Core,Retail,NE, ,SDOT,INSVC,1331,86344,T-MOBILE,3G, ,DISPLAY,14398,DISTRICT7, ,N,,3.5,480,659,4,660,1019,3.5,1020,1199,3.5,480,659,4,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.331604278305008,47.613181364317199
975,"(47.67908089500003, -122.32403386699997)",642250,39946,109,17377,195,-29,PSL-P126,PSL,NE 70TH ST 0040 BLOCK S SIDE ( 159) 159 FT E/O NE RAVENNA WB BV (NE70-04-11)                                                                                                                                                                                   ,159,P126,15126002,15126,STRADA,Green Lake,,S, ,SDOT,INSVC,2161,86829,T-MOBILE,2G,M500,DISPLAY,,DISTRICT6, ,N,,1,480,659,1,660,1019,1,1020,1199,1,480,659,1,660,1019,1,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.324033868026007,47.679080894219005
976,"(47.61963475400006, -122.34447086099999)",600840,79022,109,11074,133,-34,PSL-S183,PSL,JOHN ST 0060 BLOCK S SIDE ( 115) 115 FT E/O 6TH AVE N (N2-06-09)                                                                                                                                                                                               ,115,S183,17183010,17183,STRADA,Uptown Triangle,,S,GOOD,SDOT,INSVC,1241,88275,T-MOBILE,2G,M900,DISPLAY,,DISTRICT7, ,N,,1.5,480,659,1.5,660,1079,,,,1.5,480,659,1.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.344470862351002,47.619634753318799
977,"(47.60131760100006, -122.33405840799998)",631324,1214,109,1185,148,30,PSL-A142,PSL,1ST AVE S 0010 BLOCK E SIDE ( 127) 127 FT S/O YESLER WAY (S01-01-10)                                                                                                                                                                                           ,127,A142,1142002,1142,MS1,Pioneer Square,Core,E,GOOD,SDOT,INSVC,,86108,T-MOBILE,3G, ,DISPLAY,12980,DISTRICT7, ,N,,3,480,659,4.5,660,1079,,,,3,480,659,4.5,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,6-9AM,-122.334058409334006,47.601317600503492
978,"(47.59880661100004, -122.33298919099997)",631323,57353,109,12023,145,-26,PSL-A139,PSL,OCCIDENTAL AVE S 0040 BLOCK W SIDE ( 124) 124 FT S/O S JACKSON ST (SOO-04-11)                                                                                                                                                                                  ,124,A139,1139002,1139,MS1,Pioneer Square,Edge,W,GOOD,SDOT,INSVC,,87583,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.332989192777006,47.598806610403599
979,"(47.67922114500004, -122.32407359199999)",642249,39945,109,17377,198,23,PSL-P127,PSL,NE 70TH ST 0040 BLOCK N SIDE ( 159) 159 FT E/O NE RAVENNA WB BV (NE70-04-10)                                                                                                                                                                                   ,159,P127,15127002,15127,STRADA,Green Lake,,N, ,SDOT,INSVC,2161,87570,T-MOBILE,2G,M500,DISPLAY,,DISTRICT6, ,N,,1,480,659,1,660,1019,1,1020,1199,1,480,659,1,660,1019,1,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.324073593172017,47.679221144527396
980,"(47.59868595700004, -122.332770746)",631322,57354,109,12023,189,28,PSL-A138,PSL,OCCIDENTAL AVE S 0040 BLOCK E SIDE ( 168) 168 FT S/O S JACKSON ST (SOO-04-14)                                                                                                                                                                                  ,168,A138,1138002,1138,MS1,Pioneer Square,Edge,E,GOOD,SDOT,INSVC,,87494,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.332770747663005,47.598685956489398
981,"(47.668138543000055, -122.38404911899994)",631088,56653,109,11333,625,37,PSL-K096,PSL,LEARY AVE NW 0540 BLOCK SW SIDE ( 608) 608 FT NW/O NW VERNON PL (NWLY-54-51)                                                                                                                                                                                   ,608,K096,11096002,11096,STELIO,Ballard,Core,SW,GOOD,SDOT,INSVC,1320,86661,ATT,3G,M500,DISPLAY,,DISTRICT6, ,N,,2,480,659,2,660,1019,2,1020,1199,2,480,659,2,660,1019,2,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.384049120040004,47.668138541846098
982,"(47.667423316000054, -122.38282224199997)",631084,56654,109,11333,232,-37,PSL-K098,PSL,LEARY AVE NW 0540 BLOCK NE SIDE ( 216) 216 FT NW/O NW VERNON PL (NWLY-54-16)                                                                                                                                                                                   ,216,K098,11098002,11098,STELIO,Ballard,Core,NE,GOOD,SDOT,INSVC,1320,86356,T-MOBILE,2G,M500,DISPLAY,,DISTRICT6, ,N,,2,480,659,2,660,1019,2,1020,1199,2,480,659,2,660,1019,2,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.382822243494005,47.667423315427101
983,"(47.66568128400007, -122.38249645699995)",631075,76961,109,9044,106,30,PSL-K091,PSL,BALLARD AVE NW 0520 BLOCK SW SIDE ( 106) 106 FT NW/O 20TH AVE NW (NWBL-52-NWBL-52-11)                                                                                                                                                                          ,106,K091,11091002,11091,STELIO,Ballard,Core,SW,GOOD,SDOT,INSVC,1320,86417,ATT,3G,M500,DISPLAY,,DISTRICT6, ,N,,2,480,659,2,660,1019,2,1020,1199,2,480,659,2,660,1019,2,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.382496458659006,47.665681282837902
984,"(47.66743502300005, -122.38425728399994)",631072,31850,109,9045,456,-29,PSL-K089,PSL,BALLARD AVE NW 0530 BLOCK NE SIDE ( 441) 441 FT NW/O NW VERNON PL (NWBL-53-NWBL-53-38)                                                                                                                                                                         ,441,K089,11089002,11089,STELIO,Ballard,Core,NE,GOOD,SDOT,INSVC,1320,86348,ATT,3G,M500,DISPLAY,,DISTRICT6, ,N,,2,480,659,2,660,1019,2,1020,1199,2,480,659,2,660,1019,2,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.384257285424013,47.667435022065696
985,"(47.602482818000055, -122.33562117799994)",527131,36094,109,13496,281,-27,PSL-B010,PSL,WESTERN AVE 0079 BLOCK NE SIDE ( 252) 252 FT NW/O YESLER WAY (OW-06-22)                                                                                                                                                                                        ,252,B010,2010002,2010,MS1,Pioneer Square,Edge,NE,GOOD,SDOT,INSVC,1408,88044,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT7, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.335621179064006,47.602482817119004
986,"(47.668339951000064, -122.38603631099994)",631059,31853,109,9046,408,29,PSL-K082,PSL,BALLARD AVE NW 0540 BLOCK SW SIDE ( 395) 395 FT NW/O 22ND AVE NW (NWBL-54-NWBL-54-73)                                                                                                                                                                          ,395,K082,11082002,11082,STELIO,Ballard,Core,SW,GOOD,SDOT,INSVC,1320,86287,T-MOBILE,3G,M500,DISPLAY,,DISTRICT6, ,N,,2,480,659,2,660,1019,2,1020,1199,2,480,659,2,660,1019,2,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.386036313043007,47.668339949737899
987,"(47.67822313700003, -122.32796864499994)",642247,36674,109,14081,74,-37,PSL-P124,PSL,EAST GREEN LAKE WAY N 0675 BLOCK S SIDE (  68) 68 FT E/O 1ST AVE NE (NEGW-68-04)                                                                                                                                                                               ,68,P124,15124002,15124,STRADA,Green Lake,,S, ,SDOT,INSVC,2161,87595,T-MOBILE,2G,M500,DISPLAY,,DISTRICT6, ,N,,1,480,659,1,660,1019,1,1020,1199,1,480,659,1,660,1019,1,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.327968645938995,47.678223136463899
988,"(47.66858774100007, -122.38739485999997)",279698,64322,109,19235,254,34,PSL-K026,PSL,NW MARKET ST 0225 BLOCK S SIDE ( 254) 254 FT W/O BALLARD AVE NW (NWMT-23-21)                                                                                                                                                                                   ,254,K026,11026002,11026,STELIO,Ballard,Core,S,GOOD,SDOT,INSVC,1320,87823,T-MOBILE,2G,M500,DISPLAY,,DISTRICT6, ,N,,2,480,659,2,660,1019,2,1020,1199,2,480,659,2,660,1019,2,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.387394861499004,47.668587740298896
989,"(47.607695052000054, -122.31690161599994)",528474,69437,109,1531,98,30,PSL-I003,PSL,12TH AVE 0060 BLOCK W SIDE (  98) 98 FT N/O E JAMES CT (E12-06-09)                                                                                                                                                                                             ,98,I003,9003002,9003,MS1,12th Avenue,,W,GOOD,SDOT,INSVC,1320,86003,T-MOBILE,3G, ,DISPLAY,14343,DISTRICT3, ,N,,1.5,480,659,2.5,660,1019,2.5,1020,1199,1.5,480,659,2.5,660,1019,2.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.31690161749701,47.607695050833698
990,"(47.608570358000065, -122.32674308399999)",529430,11594,109,11590,161,-30,PSL-H035,PSL,MADISON ST 0090 BLOCK SE SIDE ( 141) 141 FT NE/O 9TH AVE (10-09-11)                                                                                                                                                                                            ,141,H035,8035102,8035,MS1,First Hill,,SE,GOOD,SDOT,INSVC,1475,86425,T-MOBILE,3G, ,DISPLAY,13659,DISTRICT3, ,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,3-7PM,-122.326743085087998,47.6085703570321
991,"(47.61622407200008, -122.35112716199995)",528140,68922,109,1019,197,-33,PSL-J189,PSL,1ST AVE 0270 BLOCK NE SIDE ( 176) 176 FT NW/O CEDAR ST (01-27-16)                                                                                                                                                                                              ,176,J189,10189004,10189,MS1,Belltown,North,NE,GOOD,SDOT,INSVC,1653,86636,T-MOBILE,3G, ,DISPLAY,13839,DISTRICT7, ,N,,1,480,659,1.5,660,1019,1.5,1020,1199,1,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.351127163675002,47.616224070975093
992,"(47.61374951300007, -122.34735065599995)",528101,24041,109,1015,246,33,PSL-J181,PSL,1ST AVE 0230 BLOCK SW SIDE ( 227) 227 FT NW/O BELL ST (01-23-19)                                                                                                                                                                                               ,227,J181,10181004,10181,MS1,Belltown,North,SW,GOOD,SDOT,INSVC,1653,86099,T-MOBILE,3G, ,DISPLAY,13839,DISTRICT7, ,N,,1,480,659,1.5,660,1019,1.5,1020,1199,1,480,659,1.5,660,1019,1.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.347350657312006,47.613749512194495
993,"(47.61914630700005, -122.32098254199997)",527967,9469,109,9451,149,30,PSL-F012,PSL,BROADWAY E 0010 BLOCK W SIDE ( 135) 135 FT N/O E DENNY WAY (EBY-01-11)                                                                                                                                                                                         ,135,F012,6012002,6012,MS1,Capitol Hill,South,W,GOOD,SDOT,INSVC,1354,86669,T-MOBILE,3G, ,DISPLAY,12975,DISTRICT3, ,N,,2,480,659,2.5,660,1019,3.5,1020,1199,2,480,659,2.5,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.32098254338301,47.6191463059345
994,"(47.609690959000034, -122.33300941899995)",527957,7990,109,7880,213,-25.5,PSL-E012,PSL,6TH AVE 0130 BLOCK NE SIDE ( 189) 189 FT NW/O UNIVERSITY ST (06-13-16)                                                                                                                                                                                         ,189,E012,5012002,5012,MS1,Commercial Core,Retail,NE,GOOD,SDOT,INSVC,1331,86798,T-MOBILE,3G, ,DISPLAY,14398,DISTRICT7, ,N,,3.5,480,659,4,660,1019,3.5,1020,1199,3.5,480,659,4,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.333009419725016,47.609690957909898
995,"(47.61518517800005, -122.31864160999999)",528307,60006,109,14636,203.5,-24,PSL-G052,PSL,E PINE ST 0100 BLOCK S SIDE ( 193) 193 FT E/O 10TH AVE (E16-10-15)                                                                                                                                                                                             ,193,G052,7052002,7052,MS1,Pike-Pine,,S,GOOD,SDOT,INSVC,1355,87431,T-MOBILE,3G, ,DISPLAY,14210,DISTRICT3, ,N,,2.5,480,659,3,660,1019,3.5,1020,1199,2.5,480,659,3,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.318641610837005,47.615185177294194
996,"(47.60714898400005, -122.32823794699999)",485475,79657,109,11668,219,29,PSL-H143,PSL,MARION ST 0070 BLOCK NW SIDE ( 206) 206 FT NE/O 7TH AVE (9-07-16)                                                                                                                                                                                              ,206,H143,8143002,8143,MS1,First Hill,,NW,GOOD,SDOT,INSVC,1331,87596,T-MOBILE,3G, ,DISPLAY,13235,DISTRICT7,DISTRICT3,N,,4.5,480,659,4.5,660,1019,4.5,1020,1199,4.5,480,659,4.5,660,1019,4.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.328237948312008,47.607148982900092
997,"(47.61375948800003, -122.32845077499996)",528253,80185,109,12207,154,31,PSL-G034,PSL,PIKE ST 0110 BLOCK NW SIDE ( 124) 124 FT NE/O BOREN AVE (15-11-12)                                                                                                                                                                                             ,124,G034,7034002,7034,MS1,Pike-Pine,,NW,GOOD,SDOT,INSVC,1355,86330,T-MOBILE,3G, ,DISPLAY,14210,DISTRICT7, ,N,,2.5,480,659,3,660,1019,3.5,1020,1199,2.5,480,659,3,660,1019,3.5,1020,1199,,,,,,,,,,08AM,08PM,08AM,08PM,,,,-122.328450776421008,47.613759486801797
998,"(47.597531659000026, -122.33340265399994)",527556,80001,109,12024,277,-34,PSL-A039,PSL,OCCIDENTAL AVE S 0050 BLOCK W SIDE ( 254) 254 FT S/O S KING W ST (SOO-05-21)                                                                                                                                                                                   ,254,A039,1039002,1039,MS1,Pioneer Square,Edge,W,GOOD,SDOT,INSVC,1410,87587,T-MOBILE,3G, ,DISPLAY,12978,DISTRICT2, ,N,,2.5,480,659,4,660,1079,,,,2.5,480,659,4,660,1079,,,,,,,,,,,,,08AM,06PM,08AM,06PM,,,,-122.333402654695007,47.597531657353294
